Hugo_Symbol	Entrez_Gene_Id	M032_Pre	M032_R1	M032_R2	M032_R3	M032_R5	M032_R6
ACACA	31	-0.386	-0.386	-0.386	-0.386	-0.386	-0.386
GUCY2D	3000	-0.245	-0.48	0.101	-0.023	0.107	-0.001
ALOX15B	247	-0.245	-0.48	0.101	-0.023	0.107	-0.001
ALOX12B	242	-0.245	-0.48	0.101	-0.023	0.107	-0.001
ALOXE3	59344	-0.245	-0.48	0.101	-0.023	0.107	-0.001
HES7	84667	-0.245	-0.48	0.101	-0.023	0.107	-0.001
PER1	5187	-0.245	-0.48	0.101	-0.023	0.107	-0.001
VAMP2	6844	-0.245	-0.48	0.101	-0.023	0.107	-0.001
TMEM107	84314	-0.245	-0.245	-0.245	-0.245	-0.245	-0.245
C17orf59	54785	-0.245	-0.48	0.101	-0.023	0.107	-0.001
AURKB	9212	-0.245	-0.48	0.101	-0.023	0.107	-0.001
C17orf78	284099	-0.386	-0.386	-0.386	-0.386	-0.386	-0.386
CTC1	80169	-0.245	-0.245	-0.245	-0.245	-0.245	-0.245
TADA2A	6871	-0.442	-0.386	-0.081	-0.152	-0.075	0.023
DUSP14	11072	-0.442	-0.386	-0.081	-0.152	-0.075	0.023
PFAS	5198	-0.245	-0.245	-0.245	-0.245	-0.245	-0.245
SYNRG	11276	-0.442	-0.386	-0.081	-0.152	-0.075	0.023
SLC25A35	399512	-0.245	-0.245	-0.245	-0.245	-0.245	-0.245
RANGRF	29098	-0.245	-0.245	-0.245	-0.245	-0.245	-0.245
ARHGEF15	22899	-0.245	-0.48	0.101	-0.023	0.107	-0.001
ODF4	146852	-0.245	-0.48	0.101	-0.023	0.107	-0.001
KRBA2	124751	-0.245	-0.48	0.101	-0.023	0.107	-0.001
METTL4	64863	-0.257	0.001	-0.134	0.019	-0.019	-0.244
ANKRD29	147463	-0.235	0.001	-0.134	0.019	-0.019	-0.244
OACYLP	390858	-0.091	0.001	-0.111	0.019	-0.072	-0.244
NDC80	10403	-0.257	0.001	-0.134	0.019	-0.019	-0.244
CDH19	28513	0.24	0.001	-0.111	0.019	-0.072	-0.848
KIAA1328	57536	-0.091	-0.091	-0.091	-0.091	-0.091	-0.091
KIAA1328	100506821	-0.091	-0.091	-0.091	-0.091	-0.091	-0.091
LAMA3	3909	-0.235	-0.235	-0.235	-0.235	-0.235	-0.235
DSEL	92126	0.24	0.001	-0.111	0.019	-0.072	-0.848
LINC00526	147525	0.286	0.286	0.286	0.286	0.286	0.286
LINC00667	339290	0.286	0.286	0.286	0.286	0.286	0.286
TMX3	54495	0.24	0.24	0.24	0.24	0.24	0.24
LINC00668	400643	-0.13	-0.13	-0.13	-0.13	-0.13	-0.13
LINC00305	221241	-0.091	0.001	-0.111	0.019	-0.072	-0.848
ALPK2	115701	-0.091	0.001	-0.111	0.019	-0.072	-0.244
RNU6-39P	100873758	0.24	0.001	-0.111	0.019	-0.072	-0.848
MALT1	10892	-0.091	-0.091	-0.091	-0.091	-0.091	-0.091
SMCHD1	23347	-0.257	0.001	-0.134	0.019	-0.019	-0.244
MIR548AV	100847083	0.24	0.001	-0.111	0.019	-0.072	-0.007
CCDC102B	79839	0.24	0.24	0.24	0.24	0.24	0.24
LINC00909	400657	0.24	0.24	0.24	0.24	0.24	0.24
CELF4	56853	-0.091	0.001	-0.134	0.019	-0.019	-0.244
LINC00683	400660	0.008	0.001	-0.111	0.019	0.288	-0.007
DOK6	220164	0.24	0.24	0.24	0.24	0.24	0.24
ZNF532	55205	-0.091	0.001	-0.111	0.019	-0.072	-0.244
CD226	10666	0.24	0.24	0.24	0.24	0.24	0.24
EMILIN2	84034	-0.257	0.001	-0.134	0.019	-0.019	-0.244
SEC11C	90701	-0.091	0.001	-0.111	0.019	-0.072	-0.244
RTTN	25914	0.24	0.001	-0.111	0.019	-0.072	-0.007
LPIN2	9663	-0.257	0.001	-0.134	0.019	-0.019	-0.244
GRP	2922	-0.091	0.001	-0.111	0.019	-0.072	-0.244
PIK3C3	5289	-0.091	0.001	-0.134	0.019	-0.019	-0.244
RAX	30062	-0.091	0.001	-0.111	0.019	-0.072	-0.244
MYOM1	8736	-0.257	0.001	-0.134	0.019	-0.019	-0.244
LDLRAD4-AS1	100288122	-0.13	-0.13	-0.13	-0.13	-0.13	-0.13
MIR5190	100847080	-0.13	0.001	-0.134	0.019	-0.019	-0.244
MIR4526	100616130	-0.13	0.001	-0.134	0.019	-0.019	-0.244
CPLX4	339302	-0.091	0.001	-0.111	0.019	-0.072	-0.244
LMAN1	3998	-0.091	0.001	-0.111	0.019	-0.072	-0.244
CCBE1	147372	-0.091	0.001	-0.111	0.019	-0.072	-0.244
CYP4F35P	284233	-0.13	0.001	-0.134	0.019	-0.019	-0.244
CXADRP3	440224	0.372	0.001	-0.134	0.019	-0.019	-0.244
MIR3156-2	100422907	0.372	0.001	-0.134	0.019	-0.019	-0.244
PMAIP1	5366	-0.091	0.001	-0.111	0.019	-0.072	-0.244
TTC39C	125488	-0.235	0.001	-0.134	0.019	-0.019	-0.244
MC4R	4160	-0.091	0.001	-0.111	0.019	-0.072	-0.244
CDH20	28316	-0.091	-0.091	-0.091	-0.091	-0.091	-0.091
RIT2	6014	-0.091	0.001	-0.134	0.019	-0.019	-0.244
MIR320C1	100302135	-0.235	0.001	-0.134	0.019	-0.019	-0.244
MIR1-2	406905	-0.235	0.001	-0.134	0.019	-0.019	-0.244
MIR1-2	406922	-0.235	0.001	-0.134	0.019	-0.019	-0.244
MIR133A1	406905	-0.235	0.001	-0.134	0.019	-0.019	-0.244
MIR133A1	406922	-0.235	0.001	-0.134	0.019	-0.019	-0.244
CABYR	26256	-0.235	0.001	-0.134	0.019	-0.019	-0.244
SOCS6	9306	0.24	0.001	-0.111	0.019	-0.072	-0.007
SYT4	6860	-0.091	0.001	-0.134	0.019	-0.019	-0.244
MYL12A	10627	-0.257	0.001	-0.134	0.019	-0.019	-0.244
RNF152	220441	-0.091	0.001	-0.111	0.019	-0.072	-0.244
GTSCR1	220158	0.24	0.001	-0.111	0.019	-0.072	-0.007
GATA6-AS1	100128893	-0.235	0.001	-0.134	0.019	-0.019	-0.244
CBLN2	147381	0.24	0.24	0.24	0.24	0.24	0.24
PIGN	23556	-0.091	0.001	-0.111	0.019	-0.072	-0.244
NETO1	81832	0.24	0.001	-0.111	0.019	-0.072	-0.007
SETBP1	26040	-0.091	0.001	-0.134	0.019	-0.019	-0.244
MIR4741	100616139	-0.235	0.001	-0.134	0.019	-0.019	-0.244
SLC14A2	8170	-0.091	0.001	-0.134	0.019	-0.019	-0.244
MIR320C2	100302195	-0.235	0.001	-0.134	0.019	-0.019	-0.244
MYL12B	103910	-0.257	0.001	-0.134	0.019	-0.019	-0.244
OSBPL1A	114876	-0.235	-0.235	-0.235	-0.235	-0.235	-0.235
TGIF1	7050	-0.257	0.001	-0.134	0.019	-0.019	-0.244
FBXO15	201456	0.24	0.001	-0.111	0.019	-0.072	-0.007
AQP4-AS1	147429	-0.235	-0.235	-0.235	-0.235	-0.235	-0.235
SLC14A1	6563	-0.091	0.001	-0.134	0.019	-0.019	-0.244
RBM22P1	400645	-0.235	0.001	-0.134	0.019	-0.019	-0.244
KIAA1468	57614	-0.091	0.001	-0.111	0.019	-0.072	-0.244
DLGAP1	9229	-0.257	-0.257	-0.257	-0.257	-0.257	-0.257
TIMM21	29090	0.24	0.001	-0.111	0.019	-0.072	-0.007
WBP11P1	441818	-0.091	0.001	-0.134	0.019	-0.019	-0.244
CYB5A	1528	0.24	0.001	-0.111	0.019	-0.072	-0.007
SIGLEC15	284266	-0.091	0.001	-0.134	0.019	-0.019	-0.244
IMPACT	55364	-0.235	0.001	-0.134	0.019	-0.019	-0.244
EPG5	57724	-0.091	0.001	-0.134	0.019	-0.019	-0.244
C18orf63	644041	0.24	0.001	-0.111	0.019	-0.072	-0.007
FAM69C	125704	0.24	0.001	-0.111	0.019	0.288	-0.007
HRH4	59340	-0.235	0.001	-0.134	0.019	-0.019	-0.244
CNDP2	55748	0.24	0.001	-0.111	0.019	0.288	-0.007
ZNF521	25925	-0.235	0.001	-0.134	0.019	-0.019	-0.244
TNFRSF11A	8792	-0.091	0.001	-0.111	0.019	-0.072	-0.244
ZNF271	10778	-0.091	0.001	-0.134	0.019	-0.019	-0.244
LINC00669	647946	-0.091	-0.091	-0.091	-0.091	-0.091	-0.091
ZCCHC2	54877	-0.091	0.001	-0.111	0.019	-0.072	-0.244
MIR5583-1	100846997	-0.091	0.001	-0.134	0.019	-0.019	-0.244
MIR5583-1	100847025	-0.091	0.001	-0.134	0.019	-0.019	-0.244
CNDP1	84735	0.24	0.001	-0.111	0.019	0.288	-0.007
C18orf42	642597	-0.257	0.001	-0.134	0.019	-0.019	-0.244
ZBTB14	7541	0.286	0.001	-0.134	0.019	-0.019	-0.244
PHLPP1	23239	-0.091	0.001	-0.111	0.019	-0.072	-0.244
LINC00907	284260	-0.091	0.001	-0.134	0.019	-0.019	-0.244
ZNF407	55628	0.24	0.24	0.24	0.24	0.24	0.24
MIR4319	100422829	-0.091	0.001	-0.134	0.019	-0.019	-0.244
BCL2	596	-0.091	0.001	-0.111	0.019	-0.072	-0.244
PSTPIP2	9050	-0.091	0.001	-0.134	0.019	-0.019	-0.244
ZADH2	284273	0.24	0.001	-0.111	0.019	0.288	-0.007
SS18	6760	-0.235	0.001	-0.134	0.019	-0.019	-0.244
MIR4743	100616366	-0.091	0.001	-0.111	0.019	-0.072	-0.244
MIR4744	100616420	-0.091	0.001	-0.111	0.019	-0.072	-0.244
TSHZ1	10194	0.24	0.001	-0.111	0.019	0.288	-0.007
MIR1539	100302257	-0.091	-0.091	-0.091	-0.091	-0.091	-0.091
SNORD58A	26791	-0.091	-0.091	-0.091	-0.091	-0.091	-0.091
SNORD58B	26790	-0.091	-0.091	-0.091	-0.091	-0.091	-0.091
SCARNA17	677769	-0.091	0.001	-0.111	0.019	-0.072	-0.244
KDSR	2531	-0.091	0.001	-0.111	0.019	-0.072	-0.244
SMIM21	284274	0.24	0.001	-0.111	0.019	0.288	-0.007
ZNF516	9658	0.24	0.001	-0.111	0.019	0.288	-0.007
VPS4B	9525	-0.091	0.001	-0.111	0.019	-0.072	-0.244
EPB41L3	23136	0.286	0.001	-0.134	0.019	-0.019	-0.244
ZNF236	7776	0.008	0.008	0.008	0.008	0.008	0.008
SERPINB5	5268	-0.091	-0.091	-0.091	-0.091	-0.091	-0.091
SNORA37	677819	-0.091	-0.091	-0.091	-0.091	-0.091	-0.091
MIR4529	100616290	-0.091	0.001	-0.111	0.019	-0.072	-0.244
LINC-ROR	100885779	-0.091	0.001	-0.111	0.019	-0.072	-0.244
ATP5A1	498	-0.091	-0.091	-0.091	-0.091	-0.091	-0.091
MBP	4155	0.008	0.001	-0.111	0.019	0.288	-0.007
TMEM200C	645369	0.286	0.001	-0.134	0.019	-0.019	-0.244
SERPINB12	89777	-0.091	0.001	-0.111	0.019	-0.072	-0.244
L3MBTL4	91133	0.286	0.001	-0.134	0.019	-0.019	-0.244
SERPINB13	5275	-0.091	0.001	-0.111	0.019	-0.072	-0.244
PSMA8	143471	-0.235	-0.235	-0.235	-0.235	-0.235	-0.235
ARHGAP28	79822	0.286	0.001	-0.134	0.019	-0.019	-0.244
HAUS1	115106	-0.091	-0.091	-0.091	-0.091	-0.091	-0.091
TAF4B	6875	-0.235	-0.235	-0.235	-0.235	-0.235	-0.235
C18orf25	147339	-0.091	0.001	-0.134	0.019	-0.019	-0.244
RNF165	494470	-0.091	0.001	-0.134	0.019	-0.019	-0.244
KCTD1	284252	-0.235	-0.235	-0.235	-0.235	-0.235	-0.235
LOXHD1	125336	-0.091	0.001	-0.134	0.019	-0.019	-0.244
AQP4	361	-0.235	-0.235	-0.235	-0.235	-0.235	-0.235
LAMA1	284217	-0.13	-0.13	-0.13	-0.13	-0.13	-0.13
SERPINB4	6318	-0.091	0.001	-0.111	0.019	-0.072	-0.848
GALR1	2587	0.008	0.001	-0.111	0.019	0.288	-0.007
SERPINB11	89778	-0.091	-0.091	-0.091	-0.091	-0.091	-0.091
SALL3	27164	0.008	0.001	0.468	0.019	0.288	-0.007
SERPINB3	6317	-0.091	-0.091	-0.091	-0.091	-0.091	-0.091
ATP9B	374868	0.008	0.001	0.468	0.019	0.288	-0.007
SERPINB7	8710	-0.091	0.001	-0.111	0.019	-0.072	-0.848
CHST9	83539	-0.235	-0.235	-0.235	-0.235	-0.235	-0.235
CDH2	1000	0.209	0.001	-0.134	0.019	-0.019	-0.244
SERPINB2	5055	-0.091	-0.091	-0.091	-0.091	-0.091	-0.091
LRRC30	339291	-0.13	0.001	-0.134	0.019	-0.019	-0.244
PTPRM	5797	-0.13	0.001	-0.134	0.019	-0.019	-0.244
ST8SIA5	29906	-0.091	0.001	-0.134	0.019	-0.019	-0.244
SERPINB10	5273	-0.091	-0.091	-0.091	-0.091	-0.091	-0.091
PIAS2	9063	-0.091	-0.091	-0.091	-0.091	-0.091	-0.091
NFATC1	4772	0.008	0.001	0.468	0.019	0.288	-0.007
HMSD	284293	-0.091	-0.091	-0.091	-0.091	-0.091	-0.091
SERPINB8	5271	-0.091	-0.091	-0.091	-0.091	-0.091	-0.091
DSC3	1825	0.209	0.001	-0.134	0.019	-0.019	-0.244
CDH7	1005	0.24	0.001	-0.111	0.019	-0.072	-0.848
DSC2	1824	0.209	0.001	-0.134	0.019	-0.019	-0.244
KATNAL2	83473	-0.091	-0.091	-0.091	-0.091	-0.091	-0.091
RAB12	201475	-0.13	0.001	-0.134	0.019	-0.019	-0.244
SOGA2	23255	-0.13	0.001	-0.134	0.019	-0.019	-0.244
DSC1	1823	0.209	0.001	-0.134	0.019	-0.019	-0.244
TCEB3CL2	100506888	-0.091	-0.091	-0.091	-0.091	-0.091	-0.091
TCEB3CL	728929	-0.091	-0.091	-0.091	-0.091	-0.091	-0.091
TCEB3C	162699	-0.091	-0.091	-0.091	-0.091	-0.091	-0.091
TCEB3C	101060457	-0.091	-0.091	-0.091	-0.091	-0.091	-0.091
TCEB3C	101060464	-0.091	-0.091	-0.091	-0.091	-0.091	-0.091
TCEB3C	101060468	-0.091	-0.091	-0.091	-0.091	-0.091	-0.091
TCEB3B	51224	-0.091	-0.091	-0.091	-0.091	-0.091	-0.091
CTDP1	9150	0.008	0.001	0.468	0.019	0.288	-0.007
HDHD2	84064	-0.091	0.001	-0.111	0.019	-0.072	-0.244
KCNG2	26251	0.008	0.001	0.468	0.019	0.288	-0.007
PQLC1	80148	0.008	0.001	0.468	0.019	0.288	-0.007
DSG1	1828	0.209	0.001	-0.134	0.019	-0.019	-0.244
NDUFV2	4729	-0.13	0.001	-0.134	0.019	-0.019	-0.244
HSBP1L1	440498	0.008	0.001	0.468	0.019	0.288	-0.007
ANKRD12	23253	-0.13	0.001	-0.134	0.019	-0.019	-0.244
TXNL4A	10907	0.008	0.001	0.468	0.019	0.288	-0.007
IER3IP1	51124	-0.091	0.001	-0.111	0.019	-0.072	-0.244
SKOR2	652991	-0.091	0.001	-0.111	0.019	-0.072	-0.244
SMAD2	4087	-0.091	0.001	-0.111	0.019	-0.072	-0.244
DSG4	147409	0.209	0.001	-0.134	0.019	-0.019	-0.244
RBFADN	100506070	0.008	0.008	0.008	0.008	0.008	0.008
TWSG1	57045	-0.13	0.001	-0.134	0.019	-0.019	-0.244
RBFA	79863	0.008	0.008	0.008	0.008	0.008	0.008
ADNP2	22850	0.008	0.001	0.468	0.019	0.288	-0.007
PARD6G	84552	0.008	0.001	0.468	0.019	0.288	-0.007
DSG3	1830	0.209	0.001	-0.134	0.019	-0.019	-0.244
RALBP1	10928	-0.13	0.001	-0.134	0.019	-0.019	-0.244
ZBTB7C	201501	-0.091	0.001	-0.111	0.019	-0.072	-0.244
ROCK1P1	727758	-0.257	0.001	-0.134	0.019	-0.019	-0.244
PPP4R1	9989	-0.13	0.001	-0.134	0.019	-0.019	-0.244
DSG2	1829	0.209	0.001	-0.134	0.019	-0.019	-0.244
TTR	7276	0.209	0.001	-0.134	0.019	-0.019	-0.244
B4GALT6	9331	0.209	0.001	-0.134	0.019	-0.019	-0.244
CBX3P2	645158	-0.257	0.001	-0.134	0.019	-0.019	-0.244
RAB31	11031	-0.13	0.001	-0.134	0.019	-0.019	-0.244
TXNDC2	84203	-0.13	0.001	-0.134	0.019	-0.019	-0.244
SLC25A52	147407	0.209	0.001	-0.134	0.019	-0.019	-0.244
VAPA	9218	-0.13	0.001	-0.134	0.019	-0.019	-0.244
TRAPPC8	22878	-0.091	0.001	-0.134	0.019	-0.019	-0.244
CTIF	9811	-0.091	0.001	-0.111	0.019	-0.072	-0.244
DLGAP1-AS1	649446	-0.257	-0.257	-0.257	-0.257	-0.257	-0.257
DLGAP1-AS3	201477	-0.257	-0.257	-0.257	-0.257	-0.257	-0.257
DLGAP1-AS4	101410534	-0.257	-0.257	-0.257	-0.257	-0.257	-0.257
DLGAP1-AS5	284215	-0.257	-0.257	-0.257	-0.257	-0.257	-0.257
SMAD7	4092	-0.091	0.001	-0.111	0.019	-0.072	-0.244
APCDD1	147495	-0.13	0.001	-0.134	0.019	-0.019	-0.244
NAPG	8774	-0.13	0.001	-0.134	0.019	-0.019	-0.244
DYM	54808	-0.091	0.001	-0.111	0.019	-0.072	-0.244
RNF125	54941	-0.091	0.001	-0.134	0.019	-0.019	-0.244
PIEZO2	63895	-0.13	0.001	-0.134	0.019	-0.019	-0.244
C18orf32	497661	-0.091	-0.091	-0.091	-0.091	-0.091	-0.091
RPL17-C18orf32	6139	-0.091	-0.091	-0.091	-0.091	-0.091	-0.091
RPL17-C18orf32	100526842	-0.091	-0.091	-0.091	-0.091	-0.091	-0.091
RPL17	6139	-0.091	-0.091	-0.091	-0.091	-0.091	-0.091
RPL17	26790	-0.091	-0.091	-0.091	-0.091	-0.091	-0.091
RPL17	26791	-0.091	-0.091	-0.091	-0.091	-0.091	-0.091
RPL17	100124516	-0.091	-0.091	-0.091	-0.091	-0.091	-0.091
RNF138	51444	-0.091	-0.091	-0.091	-0.091	-0.091	-0.091
GAREM	64762	-0.091	-0.091	-0.091	-0.091	-0.091	-0.091
GNAL	2774	-0.13	-0.13	-0.13	-0.13	-0.13	-0.13
MEP1B	4225	-0.091	-0.091	-0.091	-0.091	-0.091	-0.091
KLHL14	57565	-0.091	0.001	-0.134	0.019	-0.019	-0.244
LIPG	9388	-0.091	0.001	-0.111	0.019	-0.072	-0.244
CHMP1B	57132	-0.13	-0.13	-0.13	-0.13	-0.13	-0.13
CCDC178	374864	-0.091	0.001	-0.134	0.019	-0.019	-0.244
ACAA2	10449	-0.091	0.001	-0.111	0.019	-0.072	-0.244
MPPE1	65258	-0.13	-0.13	-0.13	-0.13	-0.13	-0.13
MYO5B	4645	-0.091	0.001	-0.111	0.019	-0.072	-0.244
CCDC11	220136	-0.091	0.001	-0.111	0.019	-0.072	-0.244
MBD1	4152	-0.091	0.001	-0.111	0.019	-0.072	-0.244
IMPA2	3613	-0.13	0.001	-0.134	0.019	-0.019	-0.244
ASXL3	80816	-0.091	0.001	-0.134	0.019	-0.019	-0.244
ANKRD62	342850	-0.13	0.001	-0.134	0.019	-0.019	-0.244
CIDEA	1149	-0.13	0.001	-0.134	0.019	-0.019	-0.244
NOL4	8715	-0.091	0.001	-0.134	0.019	-0.019	-0.244
NOL4	100996400	-0.091	0.001	-0.134	0.019	-0.019	-0.244
TUBB6	84617	-0.13	-0.13	-0.13	-0.13	-0.13	-0.13
AFG3L2	10939	-0.13	-0.13	-0.13	-0.13	-0.13	-0.13
USP14	9097	-0.257	-0.257	-0.257	-0.257	-0.257	-0.257
THOC1	9984	-0.257	-0.257	-0.257	-0.257	-0.257	-0.257
SLMO1	10650	-0.13	0.001	-0.134	0.019	-0.019	-0.244
SPIRE1	56907	-0.13	0.001	-0.134	0.019	-0.019	-0.244
CXXC1	30827	-0.091	0.001	-0.111	0.019	-0.072	-0.244
DTNA	1837	-0.091	0.001	-0.134	0.019	-0.019	-0.244
COLEC12	81035	-0.257	0.001	-0.134	0.019	-0.019	-0.244
CETN1	1068	-0.257	0.001	-0.134	0.019	-0.019	-0.244
CLUL1	27098	-0.257	-0.257	-0.257	-0.257	-0.257	-0.257
CEP76	79959	-0.13	-0.13	-0.13	-0.13	-0.13	-0.13
SKA1	220134	-0.091	0.001	-0.111	0.019	-0.072	-0.244
MAPK4	5596	-0.091	0.001	-0.111	0.019	-0.072	-0.244
C18orf56	494514	-0.257	-0.257	-0.257	-0.257	-0.257	-0.257
TYMS	7298	-0.257	-0.257	-0.257	-0.257	-0.257	-0.257
MRO	83876	-0.091	-0.091	-0.091	-0.091	-0.091	-0.091
PSMG2	56984	-0.13	-0.13	-0.13	-0.13	-0.13	-0.13
ENOSF1	55556	-0.257	-0.257	-0.257	-0.257	-0.257	-0.257
PTPN2	5771	-0.13	0.001	-0.134	0.019	-0.019	-0.244
ME2	4200	-0.091	0.001	-0.111	0.019	-0.072	-0.244
ELAC1	55520	-0.091	-0.091	-0.091	-0.091	-0.091	-0.091
SEH1L	81929	-0.13	0.001	-0.134	0.019	-0.019	-0.244
MAPRE2	10982	-0.091	0.001	-0.134	0.019	-0.019	-0.244
YES1	7525	-0.257	0.001	-0.134	0.019	-0.019	-0.244
SMAD4	4089	-0.091	-0.091	-0.091	-0.091	-0.091	-0.091
MEX3C	51320	-0.091	0.001	-0.111	0.019	-0.072	-0.244
ADCYAP1	116	-0.257	0.001	-0.134	0.019	-0.019	-0.244
DCC	1630	-0.091	0.001	-0.111	0.019	-0.072	-0.244
ZNF397	84307	-0.091	-0.091	-0.091	-0.091	-0.091	-0.091
ZSCAN30	100101467	-0.091	-0.091	-0.091	-0.091	-0.091	-0.091
MBD2	8932	-0.091	-0.091	-0.091	-0.091	-0.091	-0.091
ZNF24	7572	-0.091	0.001	-0.134	0.019	-0.019	-0.244
ZNF396	252884	-0.091	0.001	-0.134	0.019	-0.019	-0.244
POLI	11201	-0.091	0.001	-0.111	0.019	-0.072	-0.244
INO80C	125476	-0.091	0.001	-0.134	0.019	-0.019	-0.244
CEP192	55125	-0.13	0.001	-0.134	0.019	-0.019	-0.244
STARD6	147323	-0.091	-0.091	-0.091	-0.091	-0.091	-0.091
C18orf54	162681	-0.091	-0.091	-0.091	-0.091	-0.091	-0.091
GALNT1	2589	-0.091	0.001	-0.134	0.019	-0.019	-0.244
C18orf21	83608	-0.091	0.001	-0.134	0.019	-0.019	-0.244
RPRD1A	55197	-0.091	0.001	-0.134	0.019	-0.019	-0.244
LDLRAD4	753	-0.13	-0.13	-0.13	-0.13	-0.13	-0.13
DYNAP	284254	-0.091	0.001	-0.111	0.019	-0.072	-0.244
RAB27B	5874	-0.091	-0.091	-0.091	-0.091	-0.091	-0.091
CCDC68	80323	-0.091	0.001	-0.111	0.019	-0.072	-0.244
SLC39A6	25800	-0.091	0.001	-0.134	0.019	-0.019	-0.244
FAM210A	125228	-0.13	-0.13	-0.13	-0.13	-0.13	-0.13
RNMT	8731	-0.13	-0.13	-0.13	-0.13	-0.13	-0.13
ELP2	55250	-0.091	0.001	-0.134	0.019	-0.019	-0.244
TCF4	6925	-0.091	-0.091	-0.091	-0.091	-0.091	-0.091
MC5R	4161	-0.13	0.001	-0.134	0.019	-0.019	-0.244
MC2R	4158	-0.13	0.001	-0.134	0.019	-0.019	-0.244
ZNF519	162655	-0.13	0.001	-0.134	0.019	-0.019	-0.244
POTEC	388468	0.372	0.001	-0.134	0.019	-0.019	-0.244
POTEC	101060716	0.372	0.001	-0.134	0.019	-0.019	-0.244
ANKRD30B	374860	0.372	0.001	-0.134	0.019	-0.019	-0.244
ROCK1	6093	-0.235	0.001	-0.134	0.019	-0.019	-0.244
TXNL1	9352	-0.091	-0.091	-0.091	-0.091	-0.091	-0.091
MOCOS	55034	-0.091	0.001	-0.134	0.019	-0.019	-0.244
GREB1L	80000	-0.235	0.001	-0.134	0.019	-0.019	-0.244
WDR7	23335	-0.091	-0.091	-0.091	-0.091	-0.091	-0.091
FHOD3	80206	-0.091	-0.091	-0.091	-0.091	-0.091	-0.091
ESCO1	114799	-0.235	0.001	-0.134	0.019	-0.019	-0.244
SNRPD1	6632	-0.235	0.001	-0.134	0.019	-0.019	-0.244
BOD1L2	284257	-0.091	0.001	-0.111	0.019	-0.072	-0.244
ST8SIA3	51046	-0.091	0.001	-0.111	0.019	-0.072	-0.244
ONECUT2	9480	-0.091	0.001	-0.111	0.019	-0.072	-0.244
TPGS2	25941	-0.091	-0.091	-0.091	-0.091	-0.091	-0.091
FECH	2235	-0.091	0.001	-0.111	0.019	-0.072	-0.244
ABHD3	171586	-0.235	0.001	-0.134	0.019	-0.019	-0.244
MIB1	57534	-0.235	0.001	-0.134	0.019	-0.019	-0.244
NARS	4677	-0.091	0.001	-0.111	0.019	-0.072	-0.244
GATA6	2627	-0.235	0.001	-0.134	0.019	-0.019	-0.244
ATP8B1	5205	-0.091	0.001	-0.111	0.019	-0.072	-0.244
CTAGE1	64693	-0.235	0.001	-0.134	0.019	-0.019	-0.244
RBBP8	5932	-0.235	-0.235	-0.235	-0.235	-0.235	-0.235
CABLES1	91768	-0.235	-0.235	-0.235	-0.235	-0.235	-0.235
TMEM241	85019	-0.235	-0.235	-0.235	-0.235	-0.235	-0.235
NEDD4L	23327	-0.091	0.001	-0.111	0.019	-0.072	-0.244
RIOK3	8780	-0.235	0.001	-0.134	0.019	-0.019	-0.244
C18orf8	29919	-0.235	-0.235	-0.235	-0.235	-0.235	-0.235
NPC1	4864	-0.235	-0.235	-0.235	-0.235	-0.235	-0.235
ODF3L2	284451	-0.452	-0.353	0.703	0.254	0.469	0.357
MADCAM1	8174	-0.452	-0.353	0.703	0.254	0.469	0.357
FSTL3	10272	-0.452	-0.353	0.703	0.254	0.469	0.357
PCSK4	54760	-0.452	-0.023	0.703	0.254	0.469	0.357
TPGS1	91978	-0.452	-0.353	0.703	0.254	0.469	0.357
C19orf26	255057	-0.452	-0.452	-0.452	-0.452	-0.452	-0.452
MYO1F	4542	-0.755	-0.575	0.292	-0.059	0.132	0.282
ASF1B	55723	-0.622	-0.575	0.366	-0.025	0.184	0.272
C19orf44	84167	-0.604	-0.604	-0.604	-0.604	-0.604	-0.604
CDC34	997	-0.452	-0.353	0.703	0.254	0.469	0.357
PRSS57	400668	-0.452	-0.452	-0.452	-0.452	-0.452	-0.452
KCTD15	79047	-0.375	-0.354	0.16	-0.199	-0.251	-0.024
ZNF229	7772	-0.278	-0.343	-0.241	-0.079	-0.354	-0.608
CLEC11A	6320	-0.531	-0.345	0.34	-0.079	0.125	0.26
ZNF433	163059	-0.691	-0.575	-0.47	-0.631	-0.419	-0.749
CLASRP	11129	-0.577	-0.343	0.381	-0.079	0.125	0.26
GPR32	2854	-0.531	-0.345	0.34	-0.079	0.125	0.26
PALM	5064	-0.452	-0.353	0.703	0.254	0.469	0.357
ACPT	93650	-0.531	-0.345	0.34	-0.079	0.125	0.26
ZNF681	148213	-0.375	-0.411	-0.288	-0.199	-0.251	-0.585
C19orf48	84798	-0.531	-0.531	-0.531	-0.531	-0.531	-0.531
C19orf48	692204	-0.531	-0.531	-0.531	-0.531	-0.531	-0.531
LPHN1	22859	-0.622	-0.575	0.366	-0.025	0.184	0.272
ZNF544	27300	-0.397	-0.364	-0.158	-0.202	-0.378	0.157
ZNF726	730087	-0.375	-0.375	-0.375	-0.375	-0.375	-0.375
ZNF180	7733	-0.278	-0.343	-0.241	-0.079	-0.354	-0.608
ELL	8178	-0.604	-0.411	0.293	-0.199	0.063	0.225
SPHK2	56848	-0.531	-0.531	-0.531	-0.531	-0.531	-0.531
RASGRP4	115727	-0.558	-0.558	-0.558	-0.558	-0.558	-0.558
